"Name","API Name","Instance Memory","Compute Units (ECU)","vCPUs","GiB of Memory per vCPU","GPUs","GPU model","GPU memory","CUDA Compute Capability","FPGAs","ECU per vCPU","Physical Processor","Clock Speed(GHz)","Intel AVX","Intel AVX2","Intel AVX-512","Intel Turbo","Instance Storage","Instance Storage: already warmed-up","Instance Storage: SSD TRIM Support","Arch","Network Performance","EBS Optimized: Baseline Bandwidth","EBS Optimized: Baseline Throughput (128K)","EBS Optimized: Baseline IOPS (16K)","EBS Optimized: Max Bandwidth","EBS Optimized: Max Throughput (128K)","EBS Optimized: Max IOPS (16K)","EBS Exposed as NVMe","Max IPs","Max ENIs","Enhanced Networking","VPC Only","IPv6 Support","Placement Group Support","Linux Virtualization","On EMR","Availability Zones","On Demand","Linux Reserved cost","Linux Spot Minimum cost","Linux Spot Maximum cost","RHEL On Demand cost","RHEL Reserved cost","RHEL Spot Minimum cost","RHEL Spot Maximum cost","SLES On Demand cost","SLES Reserved cost","SLES Spot Minimum cost","SLES Spot Maximum cost","Windows On Demand cost","Windows Reserved cost","Windows Spot Minimum cost","Windows Spot Maximum cost","Dedicate Host On Demand","Dedicated Host Reserved","Windows SQL Web On Demand cost","Windows SQL Web Reserved cost","Windows SQL Std On Demand cost","Windows SQL Std Reserved cost","Windows SQL Ent On Demand cost","Windows SQL Ent Reserved cost","Linux SQL Web On Demand cost","Linux SQL Web Reserved cost","Linux SQL Std On Demand cost","Linux SQL Std Reserved cost","Linux SQL Ent On Demand cost","Linux SQL Ent Reserved cost","EBS Optimized surcharge","EMR cost","Generation"
"C6I Double Extra Large","c6i.2xlarge","16.0 GiB","0 units","8 vCPUs","2.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon 8375C (Ice Lake)","3.5 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","Up to 12.5 Gigabit","2500.0 Mbps","312.5 MB/s","12000.0 IOPS","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","Yes","60","4","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$0.3400 hourly","$0.2249 hourly","$0.1713 hourly","$0.2443 hourly","$0.4700 hourly","$0.3549 hourly","$0.3013 hourly","$0.3743 hourly","$0.4650 hourly","$0.2849 hourly","$0.2963 hourly","$0.3693 hourly","$0.7080 hourly","$0.5929 hourly","$0.5480 hourly","$0.5876 hourly","$5.9840 hourly","$3.9580 hourly","$0.8432 hourly","$0.7281 hourly","$1.6680 hourly","$1.5529 hourly","$3.7080 hourly","$3.5929 hourly","$0.4752 hourly","$0.3601 hourly","$1.3000 hourly","$1.1849 hourly","$3.3400 hourly","$3.2249 hourly","0","$0.0850 hourly","current"
"C5 High-CPU Double Extra Large","c5.2xlarge","16.0 GiB","39 units","8 vCPUs","2.00 GiB/vCPU","0","None","0 GiB","0","0","4.875 units","Intel Xeon Platinum 8124M","3 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","Up to 10 Gigabit","2300.0 Mbps","287.5 MB/s","10000.0 IOPS","4750.0 Mbps","593.75 MB/s","20000.0 IOPS","Yes","60","4","Yes","Yes","Yes","Yes","HVM","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$0.3400 hourly","$0.2140 hourly","$0.1729 hourly","$0.2283 hourly","$0.5050 hourly","$0.3760 hourly","$0.3029 hourly","$0.3583 hourly","$0.4400 hourly","$0.2470 hourly","$0.2729 hourly","$0.3283 hourly","$0.7080 hourly","$0.5820 hourly","$0.5426 hourly","$0.5992 hourly","$3.3660 hourly","$2.1210 hourly","$0.8430 hourly","$0.7170 hourly","$1.6680 hourly","$1.5420 hourly","$3.7080 hourly","$3.5820 hourly","$0.4750 hourly","$0.3490 hourly","$1.3000 hourly","$1.1740 hourly","$3.3400 hourly","$3.2140 hourly","$0.0000 hourly","$0.0850 hourly","current"
"I4I Extra Large","i4i.xlarge","32.0 GiB","0 units","4 vCPUs","8.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon 8375C (Ice Lake)","3.5 GHz","Yes","Yes","Yes","Yes","937 GB                 NVMe SSD","Yes","No","64-bit","Up to 10 Gigabit","1250.0 Mbps","156.25 MB/s","5000.0 IOPS","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","Yes","60","4","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$0.3430 hourly","$0.2230 hourly","$0.1193 hourly","$0.1422 hourly","$0.4030 hourly","$0.2830 hourly","$0.1793 hourly","$0.2022 hourly","$0.4000 hourly","$0.2730 hourly","$0.1763 hourly","$0.1992 hourly","$0.5270 hourly","$0.4070 hourly","$0.2773 hourly","$0.3099 hourly","$12.0810 hourly","$7.8390 hourly","$0.5950 hourly","$0.4740 hourly","$1.0070 hourly","$0.8870 hourly","$2.0270 hourly","$1.9070 hourly","$0.4110 hourly","$0.2900 hourly","$0.8230 hourly","$0.7030 hourly","$1.8430 hourly","$1.7230 hourly","0","$0.0858 hourly","current"
"M5A Double Extra Large","m5a.2xlarge","32.0 GiB","0 units","8 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","AMD EPYC 7571","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 10 Gigabit","1580.0 Mbps","197.5 MB/s","8333.0 IOPS","2880.0 Mbps","360.0 MB/s","16000.0 IOPS","Yes","60","4","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$0.3440 hourly","$0.2170 hourly","$0.2038 hourly","$0.2537 hourly","$0.4740 hourly","$0.3470 hourly","$0.3338 hourly","$0.3837 hourly","$0.4690 hourly","$0.2770 hourly","$0.3288 hourly","$0.3787 hourly","$0.7120 hourly","$0.5850 hourly","$0.6161 hourly","$0.6204 hourly","unavailable","unavailable","$0.8470 hourly","$0.7200 hourly","$1.6720 hourly","$1.5450 hourly","$3.7120 hourly","$3.5850 hourly","$0.4790 hourly","$0.3520 hourly","$1.3040 hourly","$1.1770 hourly","$3.3440 hourly","$3.2170 hourly","0","$0.0860 hourly","current"
"C5AD Double Extra Large","c5ad.2xlarge","16.0 GiB","0 units","8 vCPUs","2.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","AMD EPYC 7R32","2.8 GHz","unknown","unknown","unknown","unknown","300 GB                 NVMe SSD","Yes","No","64-bit","Up to 10 Gigabit","800.0 Mbps","100.0 MB/s","3200.0 IOPS","3170.0 Mbps","396.25 MB/s","13300.0 IOPS","Yes","60","4","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$0.3440 hourly","$0.2170 hourly","$0.2011 hourly","$0.2633 hourly","$0.4740 hourly","$0.3470 hourly","$0.3311 hourly","$0.3933 hourly","$0.4690 hourly","$0.2770 hourly","$0.3261 hourly","$0.3883 hourly","$0.7120 hourly","$0.5850 hourly","$0.5781 hourly","$0.6203 hourly","unavailable","unavailable","$0.8470 hourly","$0.7200 hourly","$1.6720 hourly","$1.5450 hourly","$3.7120 hourly","$3.5850 hourly","$0.4790 hourly","$0.3520 hourly","$1.3040 hourly","$1.1770 hourly","$3.3440 hourly","$3.2170 hourly","0","$0.0860 hourly","current"
"C6GN Double Extra Large","c6gn.2xlarge","16.0 GiB","0 units","8 vCPUs","2.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 25 Gigabit","4750.0 Mbps","593.75 MB/s","20000.0 IOPS","9500.0 Mbps","1187.5 MB/s","40000.0 IOPS","Yes","60","4","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$0.3456 hourly","$0.2181 hourly","$0.2055 hourly","$0.2627 hourly","$0.5106 hourly","$0.3801 hourly","$0.3355 hourly","$0.3927 hourly","$0.4706 hourly","$0.2781 hourly","$0.3305 hourly","$0.3877 hourly","unavailable","unavailable","unavailable","unavailable","$3.0410 hourly","$1.9200 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$0.0864 hourly","current"
"M6A Double Extra Large","m6a.2xlarge","32.0 GiB","0 units","8 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","AMD EPYC 7R13 Processor","2.95 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 12.5 Gigabit","2500.0 Mbps","312.5 MB/s","12000.0 IOPS","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","Yes","60","4","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$0.3456 hourly","$0.2286 hourly","$0.1984 hourly","$0.2517 hourly","$0.5106 hourly","$0.3906 hourly","$0.3284 hourly","$0.3817 hourly","$0.4706 hourly","$0.2886 hourly","$0.3234 hourly","$0.3767 hourly","$0.7136 hourly","$0.5966 hourly","$0.5714 hourly","$0.6192 hourly","$9.1240 hourly","$6.0350 hourly","$0.8488 hourly","$0.7318 hourly","$1.6736 hourly","$1.5566 hourly","$3.7136 hourly","$3.5966 hourly","$0.4808 hourly","$0.3638 hourly","$1.3056 hourly","$1.1886 hourly","$3.3456 hourly","$3.2286 hourly","0","$0.0864 hourly","current"
"R6IN Extra Large","r6in.xlarge","32.0 GiB","0 units","4 vCPUs","8.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon 8375C (Ice Lake)","3.5 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","Up to 30 Gigabit","2500.0 Mbps","312.5 MB/s","10937.0 IOPS","20000.0 Mbps","2500.0 MB/s","87500.0 IOPS","Yes","60","4","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az2, use1-az4, use1-az5, use1-az6","$0.3487 hourly","$0.2197 hourly","$0.1162 hourly","$0.1663 hourly","$0.4087 hourly","$0.2797 hourly","$0.1762 hourly","$0.2263 hourly","$0.4050 hourly","$0.2697 hourly","$0.1725 hourly","$0.2226 hourly","$0.5327 hourly","$0.4037 hourly","$0.2753 hourly","$0.3105 hourly","$12.2730 hourly","$7.7320 hourly","$0.6003 hourly","$0.4713 hourly","$1.0127 hourly","$0.8837 hourly","$2.0327 hourly","$1.9037 hourly","$0.4163 hourly","$0.2873 hourly","$0.8287 hourly","$0.6997 hourly","$1.8487 hourly","$1.7197 hourly","0","$0.0872 hourly","current"
"M1 General Purpose Extra Large","m1.xlarge","15.0 GiB","8 units","4 vCPUs","3.75 GiB/vCPU","0","None","0 GiB","0","0","2 units","Intel Xeon Family","unknown","unknown","unknown","unknown","unknown","1680 GB                 (4 * 420 GB HDD)","Yes","N/A","64-bit","High","N/A","0 MB/s","0 IOPS","1000.0 Mbps","125.0 MB/s","8000.0 IOPS","No","60","4","No","No","No","No","PV","Yes","use1-az1, use1-az2, use1-az4, use1-az6","$0.3500 hourly","$0.2240 hourly","$0.0608 hourly","$0.0791 hourly","$0.4100 hourly","$0.2840 hourly","$0.1208 hourly","$0.1391 hourly","$0.4500 hourly","$0.2600 hourly","$0.1608 hourly","$0.1791 hourly","$0.5980 hourly","$0.4650 hourly","$0.2930 hourly","$0.3218 hourly","unavailable","unavailable","$0.8300 hourly","$0.5430 hourly","$1.3620 hourly","$0.9060 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$0.0880 hourly","previous"
"C7I Double Extra Large","c7i.2xlarge","16.0 GiB","0 units","8 vCPUs","2.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon Scalable (Sapphire Rapids)","3.2 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","Up to 12.5 Gigabit","2500.0 Mbps","312.5 MB/s","12000.0 IOPS","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","Yes","60","4","Yes","Yes","Yes","Yes","Unknown","No","use1-az2, use1-az4, use1-az5, use1-az6","$0.3570 hourly","$0.2362 hourly","$0.2457 hourly","$0.2495 hourly","$0.5220 hourly","$0.3982 hourly","$0.3757 hourly","$0.3795 hourly","$0.4820 hourly","$0.2961 hourly","$0.3707 hourly","$0.3745 hourly","$0.7250 hourly","$0.6042 hourly","$0.5622 hourly","$0.5779 hourly","$9.4250 hourly","$6.2350 hourly","$0.8602 hourly","$0.7394 hourly","$1.6850 hourly","$1.5642 hourly","$3.7250 hourly","$3.6042 hourly","$0.4922 hourly","$0.3714 hourly","$1.3170 hourly","$1.1962 hourly","$3.3570 hourly","$3.2362 hourly","0","unavailable","current"
"M6GD Double Extra Large","m6gd.2xlarge","32.0 GiB","0 units","8 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","474 GB                 NVMe SSD","Yes","No","64-bit","Up to 10 Gigabit","2375.0 Mbps","296.88 MB/s","12000.0 IOPS","4750.0 Mbps","593.75 MB/s","20000.0 IOPS","Yes","60","4","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$0.3616 hourly","$0.2278 hourly","$0.2140 hourly","$0.2612 hourly","$0.5266 hourly","$0.3898 hourly","$0.3440 hourly","$0.3912 hourly","$0.4866 hourly","$0.2878 hourly","$0.3390 hourly","$0.3862 hourly","unavailable","unavailable","unavailable","unavailable","$3.1820 hourly","$2.0050 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$0.0904 hourly","current"
"INF1 Double Extra Large","inf1.2xlarge","16.0 GiB","0 units","8 vCPUs","2.00 GiB/vCPU","1","AWS Inferentia","0 GiB","0","0","0 units","Intel Xeon Platinum 8275CL (Cascade Lake)","unknown","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 25 Gigabit","1190.0 Mbps","148.75 MB/s","6000.0 IOPS","4750.0 Mbps","593.75 MB/s","20000.0 IOPS","Yes","40","4","Yes","Yes","Yes","Yes","Unknown","No","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$0.3620 hourly","$0.2280 hourly","$0.2768 hourly","$0.3620 hourly","$0.4920 hourly","$0.3580 hourly","$0.4068 hourly","$0.4920 hourly","$0.4870 hourly","$0.2880 hourly","$0.4018 hourly","$0.4870 hourly","unavailable","unavailable","unavailable","unavailable","$5.1930 hourly","$3.2720 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","$0.4970 hourly","$0.3630 hourly","$1.3220 hourly","$1.1880 hourly","$3.3620 hourly","$3.2280 hourly","0","unavailable","current"
"C7GD Double Extra Large","c7gd.2xlarge","16.0 GiB","0 units","8 vCPUs","2.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","AWS Graviton3 Processor","2.5 GHz","unknown","unknown","unknown","unknown","474 GB                 NVMe SSD","Yes","No","64-bit","Up to 15 Gigabit","2500.0 Mbps","312.5 MB/s","12000.0 IOPS","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","Yes","60","4","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az2, use1-az4, use1-az5, use1-az6","$0.3629 hourly","$0.2287 hourly","$0.2502 hourly","$0.2512 hourly","$0.4929 hourly","$0.3587 hourly","$0.3802 hourly","$0.3812 hourly","$0.4879 hourly","$0.2886 hourly","$0.3752 hourly","$0.3762 hourly","unavailable","unavailable","unavailable","unavailable","$9.5800 hourly","$6.0370 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$0.0907 hourly","current"
"IM4GN Extra Large","im4gn.xlarge","16.0 GiB","0 units","4 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","1875 GB                 NVMe SSD","Yes","No","64-bit","Up to 25 Gigabit","2500.0 Mbps","312.5 MB/s","10000.0 IOPS","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","Yes","60","4","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az2, use1-az4, use1-az6","$0.3638 hourly","$0.2333 hourly","$0.1253 hourly","$0.1612 hourly","$0.4238 hourly","$0.2933 hourly","$0.1853 hourly","$0.2212 hourly","$0.4201 hourly","$0.2833 hourly","$0.1816 hourly","$0.2175 hourly","unavailable","unavailable","unavailable","unavailable","$6.4030 hourly","$4.1060 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$0.0909 hourly","current"
"T2 Double Extra Large","t2.2xlarge","32.0 GiB","Base performance:                   136%","8 vCPUs                                                         for a                   4h 4.8m                   burst","4.00 GiB/vCPU","0","None","0 GiB","0","0","Burstable","Intel Xeon Family","Up to 3.3 GHz","Yes","unknown","unknown","Yes","EBS only","N/A","N/A","64-bit","Moderate","N/A","0 MB/s","0 IOPS","N/A","0 MB/s","0 IOPS","No","45","3","No","Yes","Yes","No","HVM","No","use1-az1, use1-az2, use1-az3, use1-az4, use1-az5, use1-az6","$0.3712 hourly","$0.2300 hourly","$0.2073 hourly","$0.2527 hourly","$0.5362 hourly","$0.3920 hourly","$0.3373 hourly","$0.3827 hourly","$0.4712 hourly","$0.2630 hourly","$0.3073 hourly","$0.3527 hourly","$0.4332 hourly","$0.2920 hourly","$0.2533 hourly","$0.3170 hourly","unavailable","unavailable","$0.5742 hourly","$0.4330 hourly","unavailable","unavailable","$3.4332 hourly","$3.2920 hourly","$0.5064 hourly","$0.3652 hourly","unavailable","unavailable","$3.3712 hourly","$3.2300 hourly","unavailable","unavailable","current"
"R7IZ Extra Large","r7iz.xlarge","32.0 GiB","0 units","4 vCPUs","8.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon Scalable (Sapphire Rapids)","3900 MHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 12.5 Gigabit","1584.0 Mbps","198.0 MB/s","6667.0 IOPS","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","Yes","60","4","Yes","Yes","Yes","Yes","Unknown","No","use1-az2, use1-az4, use1-az5, use1-az6","$0.3720 hourly","$0.2344 hourly","$0.1266 hourly","$0.1333 hourly","$0.4670 hourly","$0.3264 hourly","$0.1866 hourly","$0.1933 hourly","$0.4283 hourly","$0.2844 hourly","$0.1829 hourly","$0.1896 hourly","$0.5560 hourly","$0.4184 hourly","$0.2833 hourly","$0.2896 hourly","$13.0940 hourly","$8.2490 hourly","$0.6236 hourly","$0.4860 hourly","$1.0360 hourly","$0.8984 hourly","$2.0560 hourly","$1.9184 hourly","$0.4396 hourly","$0.3020 hourly","$0.8520 hourly","$0.7144 hourly","$1.8720 hourly","$1.7344 hourly","0","unavailable","current"
"Z1D Extra Large","z1d.xlarge","32.0 GiB","23 units","4 vCPUs","8.00 GiB/vCPU","0","None","0 GiB","0","0","5.75 units","Intel Xeon Platinum 8151","4 GHz","Yes","Yes","Yes","Yes","150 GB                 NVMe SSD","Yes","No","64-bit","Up to 10 Gigabit","1580.0 Mbps","197.5 MB/s","6667.0 IOPS","3170.0 Mbps","396.25 MB/s","13333.0 IOPS","Yes","60","4","Yes","Yes","Yes","Yes","HVM","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$0.3720 hourly","$0.2340 hourly","$0.1308 hourly","$0.1683 hourly","$0.4670 hourly","$0.3260 hourly","$0.1908 hourly","$0.2283 hourly","$0.4280 hourly","$0.2840 hourly","$0.1868 hourly","$0.2243 hourly","$0.5560 hourly","$0.4180 hourly","$0.3075 hourly","$0.3430 hourly","$4.9100 hourly","$3.0940 hourly","$0.6240 hourly","$0.4860 hourly","$1.0360 hourly","$0.8980 hourly","$2.0560 hourly","$1.9180 hourly","$0.4400 hourly","$0.3020 hourly","$0.8520 hourly","$0.7140 hourly","$1.8720 hourly","$1.7340 hourly","0","$0.0930 hourly","current"
"G4AD Extra Large","g4ad.xlarge","16.0 GiB","0 units","4 vCPUs","4.00 GiB/vCPU","1","AMD Radeon Pro V520","8 GiB","0","0","0 units","AMD EPYC 7R32","2.8 GHz","unknown","unknown","unknown","unknown","150 GB                 NVMe SSD","Yes","No","64-bit","Up to 10 Gigabit","400.0 Mbps","50.0 MB/s","1700.0 IOPS","3170.0 Mbps","396.25 MB/s","13333.0 IOPS","Yes","8","2","Yes","Yes","Yes","Yes","Unknown","No","use1-az1, use1-az2, use1-az4, use1-az6","$0.3785 hourly","$0.2385 hourly","$0.1237 hourly","$0.1534 hourly","$0.4735 hourly","$0.3305 hourly","$0.1837 hourly","$0.2134 hourly","$0.4348 hourly","$0.2885 hourly","$0.1800 hourly","$0.2097 hourly","$0.5625 hourly","$0.4225 hourly","$0.3177 hourly","$0.3429 hourly","$11.4440 hourly","$7.2100 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable","current"
"M7I-FLEX Double Extra Large","m7i-flex.2xlarge","32.0 GiB","0 units","8 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon Scalable (Sapphire Rapids)","3.5 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","Up to 12.5 Gigabit","1250.0 Mbps","156.25 MB/s","6000.0 IOPS","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","Yes","60","4","Yes","Yes","Yes","Yes","Unknown","No","use1-az2, use1-az4, use1-az5, use1-az6","$0.3830 hourly","$0.2534 hourly","$0.2096 hourly","$0.2542 hourly","$0.5130 hourly","$0.3834 hourly","$0.3396 hourly","$0.3842 hourly","$0.5080 hourly","$0.3133 hourly","$0.3346 hourly","$0.3792 hourly","$0.7326 hourly","$0.6030 hourly","$0.5395 hourly","$0.6005 hourly","unavailable","unavailable","$0.8678 hourly","$0.7382 hourly","$1.6926 hourly","$1.5630 hourly","$3.7326 hourly","$3.6030 hourly","$0.5182 hourly","$0.3886 hourly","$1.3430 hourly","$1.2134 hourly","$3.3830 hourly","$3.2534 hourly","0","unavailable","current"
"C5 High-CPU Double Extra Large","c5d.2xlarge","16.0 GiB","39 units","8 vCPUs","2.00 GiB/vCPU","0","None","0 GiB","0","0","4.875 units","Intel Xeon Platinum 8124M","3 GHz","Yes","Yes","Yes","Yes","200 GB                 NVMe SSD","Yes","No","64-bit","Up to 10 Gigabit","2300.0 Mbps","287.5 MB/s","10000.0 IOPS","4750.0 Mbps","593.75 MB/s","20000.0 IOPS","Yes","60","4","Yes","Yes","Yes","Yes","HVM","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$0.3840 hourly","$0.2420 hourly","$0.2297 hourly","$0.2495 hourly","$0.5490 hourly","$0.4040 hourly","$0.3597 hourly","$0.3795 hourly","$0.4840 hourly","$0.2750 hourly","$0.3297 hourly","$0.3495 hourly","$0.7520 hourly","$0.6100 hourly","$0.5958 hourly","$0.6190 hourly","$3.8020 hourly","$2.3950 hourly","$0.8870 hourly","$0.7450 hourly","$1.7120 hourly","$1.5700 hourly","$3.7520 hourly","$3.6100 hourly","$0.5190 hourly","$0.3770 hourly","$1.3440 hourly","$1.2020 hourly","$3.3840 hourly","$3.2420 hourly","0","$0.0960 hourly","current"
"M5 General Purpose Double Extra Large","m5.2xlarge","32.0 GiB","37 units","8 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","4.625 units","Intel Xeon Platinum 8175","3.1 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","Up to 10 Gigabit","2300.0 Mbps","287.5 MB/s","12000.0 IOPS","4750.0 Mbps","593.75 MB/s","18750.0 IOPS","Yes","60","4","Yes","Yes","Yes","Yes","HVM","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$0.3840 hourly","$0.2420 hourly","$0.1622 hourly","$0.2460 hourly","$0.5490 hourly","$0.4040 hourly","$0.2922 hourly","$0.3760 hourly","$0.4840 hourly","$0.2750 hourly","$0.2622 hourly","$0.3460 hourly","$0.7520 hourly","$0.6100 hourly","$0.5207 hourly","$0.6129 hourly","$5.0690 hourly","$3.1930 hourly","$0.8870 hourly","$0.7450 hourly","$1.7120 hourly","$1.5700 hourly","$3.7520 hourly","$3.6100 hourly","$0.5190 hourly","$0.3770 hourly","$1.3440 hourly","$1.2020 hourly","$3.3840 hourly","$3.2420 hourly","0","$0.0960 hourly","current"
"M6I Double Extra Large","m6i.2xlarge","32.0 GiB","0 units","8 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon 8375C (Ice Lake)","3.5 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","Up to 12.5 Gigabit","2500.0 Mbps","312.5 MB/s","12000.0 IOPS","10000.0 Mbps","1250.0 MB/s","40000.0 IOPS","Yes","60","4","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$0.3840 hourly","$0.2540 hourly","$0.2043 hourly","$0.2638 hourly","$0.5490 hourly","$0.4160 hourly","$0.3343 hourly","$0.3938 hourly","$0.5090 hourly","$0.3140 hourly","$0.3293 hourly","$0.3888 hourly","$0.7520 hourly","$0.6220 hourly","$0.5502 hourly","$0.6290 hourly","$6.7580 hourly","$4.4710 hourly","$0.8872 hourly","$0.7572 hourly","$1.7120 hourly","$1.5820 hourly","$3.7520 hourly","$3.6220 hourly","$0.5192 hourly","$0.3892 hourly","$1.3440 hourly","$1.2140 hourly","$3.3840 hourly","$3.2540 hourly","0","$0.0960 hourly","current"
"R6IDN Extra Large","r6idn.xlarge","32.0 GiB","0 units","4 vCPUs","8.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon 8375C (Ice Lake)","3.5 GHz","Yes","Yes","Yes","Yes","237 GB                 NVMe SSD","Yes","No","64-bit","Up to 30 Gigabit","2500.0 Mbps","312.5 MB/s","10937.0 IOPS","20000.0 Mbps","2500.0 MB/s","87500.0 IOPS","Yes","60","4","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az2, use1-az4, use1-az5, use1-az6","$0.3908 hourly","$0.2462 hourly","$0.1287 hourly","$0.1657 hourly","$0.4508 hourly","$0.3062 hourly","$0.1887 hourly","$0.2257 hourly","$0.4471 hourly","$0.2962 hourly","$0.1850 hourly","$0.2220 hourly","$0.5748 hourly","$0.4302 hourly","$0.2904 hourly","$0.3113 hourly","$13.7550 hourly","$8.6660 hourly","$0.6424 hourly","$0.4978 hourly","$1.0548 hourly","$0.9102 hourly","$2.0748 hourly","$1.9302 hourly","$0.4584 hourly","$0.3138 hourly","$0.8708 hourly","$0.7262 hourly","$1.8908 hourly","$1.7462 hourly","0","$0.0977 hourly","current"
