Name,API Name,Instance Memory,vCPUs,Storage,Linux On Demand cost,Linux Savings Plan,Linux Reserved cost,Linux Spot cost,Windows On Demand cost,Windows Savings Plan,Windows Reserved cost,Windows Spot cost
E48ds v6,E48ds v6,384 GiB,48,2640 GiB,€4.0573 hourly,€2.759 hourly,€2.5157 hourly,€0.7498 hourly,€5.9497 hourly,€4.6514 hourly,€4.4081 hourly,€1.0995 hourly
E48d v4,E48d v4,384 GiB,48,1800 GiB,€3.5585 hourly,€2.4376 hourly,€2.0995 hourly,€0.7138 hourly,€5.4509 hourly,€4.33 hourly,€3.9919 hourly,€1.0934 hourly
E48d v5,E48d v5,384 GiB,48,1800 GiB,€3.5585 hourly,€2.4376 hourly,€2.0995 hourly,€0.7135 hourly,€5.4509 hourly,€4.33 hourly,€3.9919 hourly,€1.0929 hourly
E48nds v6,E48nds v6,384 GiB,48,2640 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
E48ns v6,E48ns v6,384 GiB,48,0 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
Standard E48pds v6,E48pds v6,384 GiB,48,2640 GiB,€2.8754 hourly,€1.9553 hourly,€1.6966 hourly,€0.6185 hourly,unavailable,unavailable,unavailable,unavailable
Standard E48ps v6,E48ps v6,384 GiB,48,0 GiB,€2.2669 hourly,€1.5415 hourly,€1.3373 hourly,€0.4876 hourly,unavailable,unavailable,unavailable,unavailable
E48s v3,E48s v3,384 GiB,48,768 GiB,€3.1257 hourly,€2.3755 hourly,€1.8379 hourly,€0.6373 hourly,€5.0181 hourly,€4.2679 hourly,€3.7303 hourly,€1.0232 hourly
E48s v4,E48s v4,384 GiB,48,0 GiB,€3.1266 hourly,€2.1142 hourly,€1.8446 hourly,€0.6269 hourly,€5.0189 hourly,€4.0066 hourly,€3.737 hourly,€1.0063 hourly
E48s v5,E48s v5,384 GiB,48,0 GiB,€3.1266 hourly,€2.1142 hourly,€1.8134 hourly,€0.6269 hourly,€5.0189 hourly,€4.0066 hourly,€3.7058 hourly,€1.0063 hourly
E48s v6,E48s v6,384 GiB,48,0 GiB,€3.2825 hourly,€2.2321 hourly,€2.0354 hourly,€0.6066 hourly,€5.1749 hourly,€4.1245 hourly,€3.9278 hourly,€0.9563 hourly
E48 v3,E48 v3,384 GiB,48,1200 GiB,€3.1257 hourly,€2.3755 hourly,€1.8379 hourly,€0.6373 hourly,€5.0181 hourly,€4.2679 hourly,€3.7303 hourly,€1.0232 hourly
E48 v4,E48 v4,384 GiB,48,0 GiB,€3.1266 hourly,€2.1142 hourly,€1.8446 hourly,€0.6269 hourly,€5.0189 hourly,€4.0066 hourly,€3.737 hourly,€1.0063 hourly
E48 v5,E48 v5,384 GiB,48,0 GiB,€3.1266 hourly,€2.1142 hourly,€1.8134 hourly,€0.6269 hourly,€5.0189 hourly,€4.0066 hourly,€3.7058 hourly,€1.0063 hourly
E4ads v5,E4ads v5,32 GiB,4,150 GiB,€0.2708 hourly,€0.1848 hourly,€0.1598 hourly,€0.0552 hourly,€0.4285 hourly,€0.3425 hourly,€0.3175 hourly,€0.0873 hourly
E4ads v6,E4ads v6,32 GiB,4,150 GiB,€0.3008 hourly,€0.2046 hourly,€0.1774 hourly,€0.0556 hourly,€0.4585 hourly,€0.3623 hourly,€0.3351 hourly,€0.0847 hourly
E4ads v7,E4ads v7,32 GiB,4,220 GiB,€0.3008 hourly,€0.2046 hourly,€0.1774 hourly,€0.0556 hourly,€0.3008 hourly,€0.3623 hourly,€0.3351 hourly,€0.0556 hourly
E4as v4,E4as v4,32 GiB,4,64 GiB,€0.2605 hourly,€0.1762 hourly,€0.1532 hourly,€0.0533 hourly,€0.4182 hourly,€0.3339 hourly,€0.3109 hourly,€0.0856 hourly
E4as v5,E4as v5,32 GiB,4,0 GiB,€0.2348 hourly,€0.1586 hourly,€0.1385 hourly,€0.0478 hourly,€0.3925 hourly,€0.3163 hourly,€0.2962 hourly,€0.08 hourly
E4as v6,E4as v6,32 GiB,4,0 GiB,€0.2468 hourly,€0.1678 hourly,€0.1459 hourly,€0.0456 hourly,€0.4045 hourly,€0.3255 hourly,€0.3036 hourly,€0.0748 hourly
E4as v7,E4as v7,32 GiB,4,0 GiB,€0.2468 hourly,€0.1678 hourly,€0.1459 hourly,€0.0456 hourly,€0.4045 hourly,€0.3255 hourly,€0.3036 hourly,€0.0748 hourly
E4a v4,E4a v4,32 GiB,4,100 GiB,€0.2605 hourly,€0.1762 hourly,€0.1532 hourly,€0.0533 hourly,€0.4182 hourly,€0.3339 hourly,€0.3109 hourly,€0.0856 hourly
E4bds v5,E4bds v5,32 GiB,4,150 GiB,€0.3411 hourly,€0.233 hourly,€0.2013 hourly,€0.0684 hourly,€0.4988 hourly,€0.3907 hourly,€0.359 hourly,€0.10 hourly
E4bs v5,E4bs v5,32 GiB,4,0 GiB,€0.3051 hourly,€0.2084 hourly,€0.18 hourly,€0.0612 hourly,€0.4628 hourly,€0.3661 hourly,€0.3377 hourly,€0.0928 hourly
E4ds v4,E4ds v4,32 GiB,4,150 GiB,€0.2965 hourly,€0.2031 hourly,€0.1749 hourly,€0.0595 hourly,€0.4542 hourly,€0.3608 hourly,€0.3326 hourly,€0.0911 hourly
E4ds v5,E4ds v5,32 GiB,4,150 GiB,€0.2965 hourly,€0.2031 hourly,€0.1749 hourly,€0.0595 hourly,€0.4542 hourly,€0.3608 hourly,€0.3326 hourly,€0.0911 hourly
E4ds v6,E4ds v6,32 GiB,4,220 GiB,€0.3385 hourly,€0.2302 hourly,€0.2097 hourly,€0.0626 hourly,€0.4962 hourly,€0.3879 hourly,€0.3674 hourly,€0.0917 hourly
E4d v4,E4d v4,32 GiB,4,150 GiB,€0.2965 hourly,€0.2031 hourly,€0.1749 hourly,€0.0595 hourly,€0.4542 hourly,€0.3608 hourly,€0.3326 hourly,€0.0911 hourly
E4d v5,E4d v5,32 GiB,4,150 GiB,€0.2965 hourly,€0.2031 hourly,€0.1749 hourly,€0.0595 hourly,€0.4542 hourly,€0.3608 hourly,€0.3326 hourly,€0.0911 hourly
E4nds v6,E4nds v6,32 GiB,4,220 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
E4ns v6,E4ns v6,32 GiB,4,0 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
Standard E4pds v5,E4pds v5,32 GiB,4,150 GiB,€0.2365 hourly,€0.1613 hourly,€0.1395 hourly,€0.0945 hourly,unavailable,unavailable,unavailable,unavailable
Standard E4pds v6,E4pds v6,32 GiB,4,220 GiB,€0.24 hourly,€0.1632 hourly,€0.1414 hourly,€0.0516 hourly,unavailable,unavailable,unavailable,unavailable
Standard E4ps v5,E4ps v5,32 GiB,4,0 GiB,€0.2083 hourly,€0.1402 hourly,€0.123 hourly,€0.0832 hourly,unavailable,unavailable,unavailable,unavailable
Standard E4ps v6,E4ps v6,32 GiB,4,0 GiB,€0.1886 hourly,€0.1282 hourly,€0.1114 hourly,€0.0406 hourly,unavailable,unavailable,unavailable,unavailable
E4s v3,E4s v3,32 GiB,4,64 GiB,€0.2743 hourly,€0.2084 hourly,€0.1613 hourly,€0.0559 hourly,€0.432 hourly,€0.3661 hourly,€0.319 hourly,€0.0881 hourly
E4s v4,E4s v4,32 GiB,4,0 GiB,€0.2605 hourly,€0.1762 hourly,€0.1537 hourly,€0.0522 hourly,€0.4182 hourly,€0.3339 hourly,€0.3114 hourly,€0.0839 hourly
E4s v5,E4s v5,32 GiB,4,0 GiB,€0.2605 hourly,€0.1762 hourly,€0.1512 hourly,€0.0522 hourly,€0.4182 hourly,€0.3339 hourly,€0.3089 hourly,€0.0839 hourly
E4s v6,E4s v6,32 GiB,4,0 GiB,€0.2734 hourly,€0.1859 hourly,€0.1697 hourly,€0.0505 hourly,€0.4311 hourly,€0.3436 hourly,€0.3273 hourly,€0.0797 hourly
E4 v3,E4 v3,32 GiB,4,100 GiB,€0.2743 hourly,€0.2084 hourly,€0.1613 hourly,€0.0559 hourly,€0.432 hourly,€0.3661 hourly,€0.319 hourly,€0.0881 hourly
E4 v4,E4 v4,32 GiB,4,0 GiB,€0.2605 hourly,€0.1762 hourly,€0.1537 hourly,€0.0522 hourly,€0.4182 hourly,€0.3339 hourly,€0.3114 hourly,€0.0839 hourly
E4 v5,E4 v5,32 GiB,4,0 GiB,€0.2605 hourly,€0.1762 hourly,€0.1512 hourly,€0.0522 hourly,€0.4182 hourly,€0.3339 hourly,€0.3089 hourly,€0.0839 hourly
E64-32s v6,E64-32s v6,512 GiB,32,0 GiB,€4.7447 hourly,€3.2501 hourly,€2.7994 hourly,€0.9518 hourly,€7.9329 hourly,€6.2018 hourly,€5.8774 hourly,€1.466 hourly
E64ads v5,E64ads v5,512 GiB,64,2400 GiB,€4.3333 hourly,€2.9575 hourly,€2.5566 hourly,€0.8827 hourly,€6.8565 hourly,€5.4807 hourly,€5.0798 hourly,€1.3967 hourly
E64ads v6,E64ads v6,512 GiB,64,2400 GiB,€4.8107 hourly,€3.2713 hourly,€2.8382 hourly,€0.889 hourly,€7.3339 hourly,€5.7944 hourly,€5.3614 hourly,€1.3553 hourly
E64ads v7,E64ads v7,512 GiB,64,3520 GiB,€4.8107 hourly,€3.2713 hourly,€2.8382 hourly,€0.889 hourly,€4.8107 hourly,€5.7944 hourly,€5.3614 hourly,€0.889 hourly
E64as v4,E64as v4,512 GiB,64,1024 GiB,€4.1687 hourly,€2.8189 hourly,€2.4514 hourly,€0.8529 hourly,€6.6919 hourly,€5.3421 hourly,€4.9746 hourly,€1.3692 hourly
E64as v5,E64as v5,512 GiB,64,0 GiB,€3.7573 hourly,€2.537 hourly,€2.2168 hourly,€0.7654 hourly,€6.2805 hourly,€5.0601 hourly,€4.74 hourly,€1.2793 hourly
E64as v6,E64as v6,512 GiB,64,0 GiB,€3.9545 hourly,€2.689 hourly,€2.3333 hourly,€0.7308 hourly,€6.4776 hourly,€5.2122 hourly,€4.8565 hourly,€1.1971 hourly
E64as v7,E64as v7,512 GiB,64,0 GiB,€3.9545 hourly,€2.689 hourly,€2.3333 hourly,€0.7308 hourly,€6.4776 hourly,€5.2122 hourly,€4.8565 hourly,€1.1971 hourly
E64a v4,E64a v4,512 GiB,64,1600 GiB,€4.1687 hourly,€2.8189 hourly,€2.4514 hourly,€0.8529 hourly,€6.6919 hourly,€5.3421 hourly,€4.9746 hourly,€1.3692 hourly
E64bds v5,E64bds v5,512 GiB,64,2400 GiB,€5.4577 hourly,€3.7276 hourly,€3.22 hourly,€1.0943 hourly,€7.9809 hourly,€6.2508 hourly,€5.7432 hourly,€1.6002 hourly
E64bs v5,E64bs v5,512 GiB,64,0 GiB,€4.8818 hourly,€3.3343 hourly,€2.8802 hourly,€0.9788 hourly,€7.405 hourly,€5.8575 hourly,€5.4034 hourly,€1.4847 hourly
E64ds v4,E64ds v4,504 GiB,64,2400 GiB,€4.7447 hourly,€3.2501 hourly,€2.7994 hourly,€0.9518 hourly,€7.2679 hourly,€5.7733 hourly,€5.3226 hourly,€1.4579 hourly
E64ds v5,E64ds v5,512 GiB,64,2400 GiB,€4.7447 hourly,€3.2501 hourly,€2.7993 hourly,€0.9513 hourly,€7.2679 hourly,€5.7733 hourly,€5.3225 hourly,€1.4572 hourly
E64ds v6,E64ds v6,512 GiB,64,3520 GiB,€5.4098 hourly,€3.6786 hourly,€3.3542 hourly,€0.9997 hourly,€7.9329 hourly,€6.2018 hourly,€5.8774 hourly,€1.466 hourly
E64d v4,E64d v4,504 GiB,64,2400 GiB,€4.7447 hourly,€3.2501 hourly,€2.7994 hourly,€0.9518 hourly,€7.2679 hourly,€5.7733 hourly,€5.3226 hourly,€1.4579 hourly
E64d v5,E64d v5,512 GiB,64,2400 GiB,€4.7447 hourly,€3.2501 hourly,€2.7993 hourly,€0.9513 hourly,€7.2679 hourly,€5.7733 hourly,€5.3225 hourly,€1.4572 hourly
E64is v3,E64is v3,432 GiB,64,864 GiB,€3.7505 hourly,€2.8504 hourly,€2.2045 hourly,€0.7647 hourly,€6.2737 hourly,€5.3736 hourly,€4.7277 hourly,€1.2792 hourly
E64i v3,E64i v3,432 GiB,64,1600 GiB,€3.7505 hourly,€2.8504 hourly,€2.2045 hourly,€0.7647 hourly,€6.2737 hourly,€5.3736 hourly,€4.7277 hourly,€1.2792 hourly
E64nds v6,E64nds v6,512 GiB,64,3520 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
E64ns v6,E64ns v6,512 GiB,64,0 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
Standard E64pds v6,E64pds v6,512 GiB,64,3520 GiB,€3.8345 hourly,€2.6074 hourly,€2.2621 hourly,€0.8248 hourly,unavailable,unavailable,unavailable,unavailable
Standard E64ps v6,E64ps v6,512 GiB,64,0 GiB,€3.022 hourly,€2.055 hourly,€1.7832 hourly,€0.65 hourly,unavailable,unavailable,unavailable,unavailable
E64s v3,E64s v3,432 GiB,64,864 GiB,€3.7505 hourly,€2.8504 hourly,€2.4326 hourly,€0.7647 hourly,€6.2737 hourly,€5.3736 hourly,€4.9558 hourly,€1.2792 hourly
E64s v4,E64s v4,504 GiB,64,0 GiB,€4.1687 hourly,€2.8189 hourly,€2.4595 hourly,€0.8358 hourly,€6.6919 hourly,€5.3421 hourly,€4.9827 hourly,€1.3417 hourly
E64s v5,E64s v5,512 GiB,64,0 GiB,€4.1687 hourly,€2.8189 hourly,€2.4179 hourly,€0.8358 hourly,€6.6919 hourly,€5.3421 hourly,€4.941 hourly,€1.3417 hourly
E64s v6,E64s v6,512 GiB,64,0 GiB,€4.377 hourly,€2.9764 hourly,€2.7138 hourly,€0.8089 hourly,€6.9002 hourly,€5.4995 hourly,€5.237 hourly,€1.2752 hourly
E64 v3,E64 v3,432 GiB,64,1600 GiB,€3.7505 hourly,€2.8504 hourly,€2.4326 hourly,€0.7647 hourly,€6.2737 hourly,€5.3736 hourly,€4.9558 hourly,€1.2792 hourly
E64 v4,E64 v4,504 GiB,64,0 GiB,€4.1687 hourly,€2.8189 hourly,€2.4595 hourly,€0.8358 hourly,€6.6919 hourly,€5.3421 hourly,€4.9827 hourly,€1.3417 hourly
E64 v5,E64 v5,512 GiB,64,0 GiB,€4.1687 hourly,€2.8189 hourly,€2.4179 hourly,€0.8358 hourly,€6.6919 hourly,€5.3421 hourly,€4.941 hourly,€1.3417 hourly
E8-4s v6,E8-4s v6,64 GiB,8,0 GiB,€0.5931 hourly,€0.4063 hourly,€0.35 hourly,€0.119 hourly,€0.8099 hourly,€0.6517 hourly,€0.6071 hourly,€0.1497 hourly
E80ids v4,E80ids v4,504 GiB,80,2400 GiB,€5.9308 hourly,€4.0626 hourly,€3.4993 hourly,€1.1897 hourly,€9.0848 hourly,€7.2166 hourly,€6.6532 hourly,€1.8224 hourly
E80is v4,E80is v4,504 GiB,80,2400 GiB,€5.2109 hourly,€3.5236 hourly,€3.0744 hourly,€1.0448 hourly,€8.3649 hourly,€6.6776 hourly,€6.2283 hourly,€1.6772 hourly
E8ads v5,E8ads v5,64 GiB,8,300 GiB,€0.5417 hourly,€0.3697 hourly,€0.3195 hourly,€0.1103 hourly,€0.8571 hourly,€0.6851 hourly,€0.6349 hourly,€0.1746 hourly
E8ads v6,E8ads v6,64 GiB,8,300 GiB,€0.6017 hourly,€0.4091 hourly,€0.3548 hourly,€0.1112 hourly,€0.9171 hourly,€0.7245 hourly,€0.6702 hourly,€0.1695 hourly
E8ads v7,E8ads v7,64 GiB,8,440 GiB,€0.6017 hourly,€0.4091 hourly,€0.3548 hourly,€0.1112 hourly,€0.6017 hourly,€0.7245 hourly,€0.6702 hourly,€0.1112 hourly
E8as v4,E8as v4,64 GiB,8,128 GiB,€0.5211 hourly,€0.3524 hourly,€0.3064 hourly,€0.1066 hourly,€0.8365 hourly,€0.6678 hourly,€0.6218 hourly,€0.1711 hourly
E8as v5,E8as v5,64 GiB,8,0 GiB,€0.4697 hourly,€0.3171 hourly,€0.2771 hourly,€0.0957 hourly,€0.7851 hourly,€0.6325 hourly,€0.5925 hourly,€0.1599 hourly
E8as v6,E8as v6,64 GiB,8,0 GiB,€0.4945 hourly,€0.3363 hourly,€0.2917 hourly,€0.0914 hourly,€0.8099 hourly,€0.6517 hourly,€0.6071 hourly,€0.1497 hourly
E8as v7,E8as v7,64 GiB,8,0 GiB,€0.4945 hourly,€0.3363 hourly,€0.2917 hourly,€0.0914 hourly,€0.8099 hourly,€0.6517 hourly,€0.6071 hourly,€0.1497 hourly
E8a v4,E8a v4,64 GiB,8,200 GiB,€0.5211 hourly,€0.3524 hourly,€0.3064 hourly,€0.1066 hourly,€0.8365 hourly,€0.6678 hourly,€0.6218 hourly,€0.1711 hourly
E8bds v5,E8bds v5,64 GiB,8,300 GiB,€0.6822 hourly,€0.466 hourly,€0.4025 hourly,€0.1368 hourly,€0.9976 hourly,€0.7814 hourly,€0.7179 hourly,€0.20 hourly
E8bs v5,E8bs v5,64 GiB,8,0 GiB,€0.6102 hourly,€0.4168 hourly,€0.36 hourly,€0.1224 hourly,€0.9256 hourly,€0.7322 hourly,€0.6754 hourly,€0.1856 hourly
E8ds v4,E8ds v4,64 GiB,8,300 GiB,€0.5931 hourly,€0.4063 hourly,€0.35 hourly,€0.119 hourly,€0.9085 hourly,€0.7217 hourly,€0.6654 hourly,€0.1822 hourly
E8ds v5,E8ds v5,64 GiB,8,300 GiB,€0.5931 hourly,€0.4063 hourly,€0.35 hourly,€0.1189 hourly,€0.9085 hourly,€0.7217 hourly,€0.6654 hourly,€0.1822 hourly
E8ds v6,E8ds v6,64 GiB,8,440 GiB,€0.6762 hourly,€0.4598 hourly,€0.4192 hourly,€0.125 hourly,€0.9916 hourly,€0.7752 hourly,€0.7346 hourly,€0.1833 hourly
E8d v4,E8d v4,64 GiB,8,300 GiB,€0.5931 hourly,€0.4063 hourly,€0.35 hourly,€0.119 hourly,€0.9085 hourly,€0.7217 hourly,€0.6654 hourly,€0.1822 hourly
E8d v5,E8d v5,64 GiB,8,300 GiB,€0.5931 hourly,€0.4063 hourly,€0.35 hourly,€0.1189 hourly,€0.9085 hourly,€0.7217 hourly,€0.6654 hourly,€0.1822 hourly
E8nds v6,E8nds v6,64 GiB,8,440 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
E8ns v6,E8ns v6,64 GiB,8,0 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
Standard E8pds v5,E8pds v5,64 GiB,8,300 GiB,€0.4731 hourly,€0.3225 hourly,€0.2791 hourly,€0.1889 hourly,unavailable,unavailable,unavailable,unavailable
Standard E8pds v6,E8pds v6,64 GiB,8,440 GiB,€0.4791 hourly,€0.3258 hourly,€0.2828 hourly,€0.1031 hourly,unavailable,unavailable,unavailable,unavailable
Standard E8ps v5,E8ps v5,64 GiB,8,0 GiB,€0.4165 hourly,€0.2803 hourly,€0.246 hourly,€0.1663 hourly,unavailable,unavailable,unavailable,unavailable
Standard E8ps v6,E8ps v6,64 GiB,8,0 GiB,€0.378 hourly,€0.257 hourly,€0.2229 hourly,€0.0813 hourly,unavailable,unavailable,unavailable,unavailable
E8s v3,E8s v3,64 GiB,8,128 GiB,€0.5485 hourly,€0.4169 hourly,€0.3227 hourly,€0.1118 hourly,€0.8639 hourly,€0.7323 hourly,€0.6381 hourly,€0.1762 hourly
E8s v4,E8s v4,64 GiB,8,0 GiB,€0.5211 hourly,€0.3524 hourly,€0.3074 hourly,€0.1045 hourly,€0.8365 hourly,€0.6678 hourly,€0.6228 hourly,€0.1677 hourly
E8s v5,E8s v5,64 GiB,8,0 GiB,€0.5211 hourly,€0.3524 hourly,€0.3022 hourly,€0.1045 hourly,€0.8365 hourly,€0.6678 hourly,€0.6176 hourly,€0.1677 hourly
E8s v6,E8s v6,64 GiB,8,0 GiB,€0.5468 hourly,€0.3718 hourly,€0.3392 hourly,€0.101 hourly,€0.8622 hourly,€0.6872 hourly,€0.6546 hourly,€0.1593 hourly
E8 v3,E8 v3,64 GiB,8,200 GiB,€0.5485 hourly,€0.4169 hourly,€0.3227 hourly,€0.1118 hourly,€0.8639 hourly,€0.7323 hourly,€0.6381 hourly,€0.1762 hourly
E8 v4,E8 v4,64 GiB,8,0 GiB,€0.5211 hourly,€0.3524 hourly,€0.3074 hourly,€0.1045 hourly,€0.8365 hourly,€0.6678 hourly,€0.6228 hourly,€0.1677 hourly
E8 v5,E8 v5,64 GiB,8,0 GiB,€0.5211 hourly,€0.3524 hourly,€0.3022 hourly,€0.1045 hourly,€0.8365 hourly,€0.6678 hourly,€0.6176 hourly,€0.1677 hourly
E96-48s v6,E96-48s v6,768 GiB,96,0 GiB,€6.4999 hourly,€4.4362 hourly,€3.8349 hourly,€1.324 hourly,€11.8994 hourly,€9.3027 hourly,€8.8161 hourly,€2.199 hourly
E96ads v5,E96ads v5,672 GiB,96,3600 GiB,€6.4999 hourly,€4.4362 hourly,€3.8349 hourly,€1.324 hourly,€10.2847 hourly,€8.221 hourly,€7.6197 hourly,€2.095 hourly
E96ads v6,E96ads v6,672 GiB,96,3400 GiB,€7.2156 hourly,€4.9066 hourly,€4.2573 hourly,€1.3334 hourly,€11.0003 hourly,€8.6914 hourly,€8.0421 hourly,€2.0329 hourly
E96ads v7,E96ads v7,768 GiB,96,5280 GiB,€7.2156 hourly,€4.9066 hourly,€4.2573 hourly,€1.3334 hourly,€7.2156 hourly,€8.6914 hourly,€8.0421 hourly,€1.3334 hourly
E96as v4,E96as v4,672 GiB,96,1344 GiB,€6.2531 hourly,€4.2284 hourly,€3.6771 hourly,€1.2794 hourly,€10.0379 hourly,€8.0131 hourly,€7.4619 hourly,€2.0537 hourly
E96as v5,E96as v5,672 GiB,96,0 GiB,€5.636 hourly,€3.8054 hourly,€3.3252 hourly,€1.1481 hourly,€9.4208 hourly,€7.5902 hourly,€7.11 hourly,€1.919 hourly
E96as v6,E96as v6,672 GiB,96,0 GiB,€5.9326 hourly,€4.0341 hourly,€3.50 hourly,€1.0963 hourly,€9.7173 hourly,€7.8189 hourly,€7.2848 hourly,€1.7958 hourly
E96as v7,E96as v7,768 GiB,96,0 GiB,€5.9326 hourly,€4.0341 hourly,€3.50 hourly,€1.0963 hourly,€9.7173 hourly,€7.8189 hourly,€7.2848 hourly,€1.7958 hourly
E96a v4,E96a v4,672 GiB,96,2400 GiB,€6.2531 hourly,€4.2284 hourly,€3.6771 hourly,€1.2794 hourly,€10.0379 hourly,€8.0131 hourly,€7.4619 hourly,€2.0537 hourly
E96bds v5,E96bds v5,672 GiB,96,3600 GiB,€8.1866 hourly,€5.5915 hourly,€4.8302 hourly,€1.6414 hourly,€11.9714 hourly,€9.3762 hourly,€8.6149 hourly,€2.4003 hourly
E96bs v5,E96bs v5,672 GiB,96,0 GiB,€7.3227 hourly,€5.0014 hourly,€4.3204 hourly,€1.4682 hourly,€11.1075 hourly,€8.7862 hourly,€8.1052 hourly,€2.227 hourly
E96ds v5,E96ds v5,672 GiB,96,3600 GiB,€7.117 hourly,€4.8752 hourly,€4.199 hourly,€1.427 hourly,€10.9018 hourly,€8.6599 hourly,€7.9838 hourly,€2.1858 hourly
E96ds v6,E96ds v6,768 GiB,96,5280 GiB,€8.1146 hourly,€5.5179 hourly,€5.0313 hourly,€1.4996 hourly,€11.8994 hourly,€9.3027 hourly,€8.8161 hourly,€2.199 hourly
E96d v5,E96d v5,672 GiB,96,3600 GiB,€7.117 hourly,€4.8752 hourly,€4.199 hourly,€1.427 hourly,€10.9018 hourly,€8.6599 hourly,€7.9838 hourly,€2.1858 hourly
E96nds v4,E96nds v4,768 GiB,96,5280 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
E96ns v4,E96ns v4,768 GiB,96,0 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
Standard E96pds v6,E96pds v6,672 GiB,96,5280 GiB,€5.7509 hourly,€3.9106 hourly,€3.3932 hourly,€1.237 hourly,unavailable,unavailable,unavailable,unavailable
Standard E96ps v6,E96ps v6,672 GiB,96,0 GiB,€4.5338 hourly,€3.083 hourly,€2.6748 hourly,€0.9752 hourly,unavailable,unavailable,unavailable,unavailable
E96s v5,E96s v5,672 GiB,96,0 GiB,€6.2531 hourly,€4.2284 hourly,€3.6268 hourly,€1.2537 hourly,€10.0379 hourly,€8.0131 hourly,€7.4116 hourly,€2.0126 hourly
E96s v6,E96s v6,768 GiB,96,0 GiB,€6.5659 hourly,€4.4648 hourly,€4.0707 hourly,€1.2134 hourly,€10.3507 hourly,€8.2496 hourly,€7.8555 hourly,€1.9128 hourly
E96 v5,E96 v5,672 GiB,96,0 GiB,€6.2531 hourly,€4.2284 hourly,€3.6268 hourly,€1.2537 hourly,€10.0379 hourly,€8.0131 hourly,€7.4116 hourly,€2.0126 hourly
EC16ads v5,EC16ads v5,128 GiB,16,600 GiB,€1.0148 hourly,€0.8604 hourly,€0.8118 hourly,€0.2394 hourly,€1.6456 hourly,€1.4912 hourly,€1.4426 hourly,€0.3882 hourly
EC16ads v6,EC16ads v6,128 GiB,16,300 GiB,€1.2025 hourly,€0.8177 hourly,€0.7095 hourly,€0.2222 hourly,€1.8332 hourly,€1.4485 hourly,€1.3403 hourly,€0.3388 hourly
EC16as v5,EC16as v5,128 GiB,16,0 GiB,€0.9393 hourly,€0.7925 hourly,€0.7515 hourly,€0.2216 hourly,€1.5701 hourly,€1.4233 hourly,€1.3823 hourly,€0.3704 hourly
EC16as v6,EC16as v6,128 GiB,16,0 GiB,€0.989 hourly,€0.6726 hourly,€0.5833 hourly,€0.1828 hourly,€1.6198 hourly,€1.3033 hourly,€1.2141 hourly,€0.2993 hourly
Standard EC16es v5,EC16es v5,128 GiB,16,0 GiB,€1.0422 hourly,unavailable,unavailable,€0.1926 hourly,unavailable,unavailable,unavailable,unavailable
EC20ads v5,EC20ads v5,160 GiB,20,750 GiB,€1.2684 hourly,€1.0755 hourly,€1.0148 hourly,€0.2992 hourly,€2.0569 hourly,€1.864 hourly,€1.8033 hourly,€0.4852 hourly
EC20as v5,EC20as v5,160 GiB,20,0 GiB,€1.1742 hourly,€0.9906 hourly,€0.9393 hourly,€0.277 hourly,€1.9627 hourly,€1.7791 hourly,€1.7278 hourly,€0.463 hourly
EC2ads v5,EC2ads v5,16 GiB,2,75 GiB,€0.1268 hourly,€0.1076 hourly,€0.1015 hourly,€0.0299 hourly,€0.2057 hourly,€0.1864 hourly,€0.1803 hourly,€0.0485 hourly
EC2ads v6,EC2ads v6,16 GiB,2,75 GiB,€0.15 hourly,€0.102 hourly,€0.0887 hourly,€0.0277 hourly,€0.2288 hourly,€0.1808 hourly,€0.1676 hourly,€0.0423 hourly
EC2as v5,EC2as v5,16 GiB,2,0 GiB,€0.1174 hourly,€0.0991 hourly,€0.0939 hourly,€0.0277 hourly,€0.1963 hourly,€0.1779 hourly,€0.1728 hourly,€0.0463 hourly
EC2as v6,EC2as v6,16 GiB,2,0 GiB,€0.1234 hourly,€0.0839 hourly,€0.0729 hourly,€0.0228 hourly,€0.2023 hourly,€0.1628 hourly,€0.1517 hourly,€0.0374 hourly
Standard EC2es v5,EC2es v5,16 GiB,2,0 GiB,€0.1303 hourly,unavailable,unavailable,€0.0241 hourly,unavailable,unavailable,unavailable,unavailable
EC32ads v5,EC32ads v5,192 GiB,32,1200 GiB,€2.0295 hourly,€1.7208 hourly,€1.6236 hourly,€0.4788 hourly,€3.2911 hourly,€2.9824 hourly,€2.8852 hourly,€0.7764 hourly
